#file_name, alpha, lh, logg, meta, teff, vtur
Kurucz2003_fid10000.txt,0,1.25,3.5,0,10000,2
Kurucz2003_fid10001.txt,0,1.25,4,0,10000,2
Kurucz2003_fid10002.txt,0,1.25,4.5,0,10000,2
Kurucz2003_fid10003.txt,0,1.25,5,0,10000,2
Kurucz2003_fid10004.txt,0,1.25,2,0,10250,2
Kurucz2003_fid10005.txt,0,1.25,2.5,0,10250,2
Kurucz2003_fid10006.txt,0,1.25,3,0,10250,2
Kurucz2003_fid10007.txt,0,1.25,3.5,0,10250,2
Kurucz2003_fid10008.txt,0,1.25,4,0,10250,2
Kurucz2003_fid10009.txt,0,1.25,4.5,0,10250,2
Kurucz2003_fid10010.txt,0,1.25,5,0,10250,2
Kurucz2003_fid10011.txt,0,1.25,2,0,10500,2
Kurucz2003_fid10012.txt,0,1.25,2.5,0,10500,2
Kurucz2003_fid10013.txt,0,1.25,3,0,10500,2
Kurucz2003_fid10014.txt,0,1.25,3.5,0,10500,2
Kurucz2003_fid10015.txt,0,1.25,4,0,10500,2
Kurucz2003_fid10016.txt,0,1.25,4.5,0,10500,2
Kurucz2003_fid10017.txt,0,1.25,5,0,10500,2
Kurucz2003_fid10018.txt,0,1.25,2,0,10750,2
Kurucz2003_fid10019.txt,0,1.25,2.5,0,10750,2
Kurucz2003_fid10020.txt,0,1.25,3,0,10750,2
Kurucz2003_fid10021.txt,0,1.25,3.5,0,10750,2
Kurucz2003_fid10022.txt,0,1.25,4,0,10750,2
Kurucz2003_fid10023.txt,0,1.25,4.5,0,10750,2
Kurucz2003_fid10024.txt,0,1.25,5,0,10750,2
Kurucz2003_fid10025.txt,0,1.25,2,0,11000,2
Kurucz2003_fid10026.txt,0,1.25,2.5,0,11000,2
Kurucz2003_fid10027.txt,0,1.25,3,0,11000,2
Kurucz2003_fid10028.txt,0,1.25,3.5,0,11000,2
Kurucz2003_fid10029.txt,0,1.25,4,0,11000,2
Kurucz2003_fid10030.txt,0,1.25,4.5,0,11000,2
Kurucz2003_fid10031.txt,0,1.25,5,0,11000,2
Kurucz2003_fid10032.txt,0,1.25,2,0,11250,2
Kurucz2003_fid10033.txt,0,1.25,2.5,0,11250,2
Kurucz2003_fid10034.txt,0,1.25,3,0,11250,2
Kurucz2003_fid10035.txt,0,1.25,3.5,0,11250,2
Kurucz2003_fid10036.txt,0,1.25,4,0,11250,2
Kurucz2003_fid10037.txt,0,1.25,4.5,0,11250,2
Kurucz2003_fid10038.txt,0,1.25,5,0,11250,2
Kurucz2003_fid10039.txt,0,1.25,2,0,11500,2
Kurucz2003_fid10040.txt,0,1.25,2.5,0,11500,2
Kurucz2003_fid10041.txt,0,1.25,3,0,11500,2
Kurucz2003_fid10042.txt,0,1.25,3.5,0,11500,2
Kurucz2003_fid10043.txt,0,1.25,4,0,11500,2
Kurucz2003_fid10044.txt,0,1.25,4.5,0,11500,2
Kurucz2003_fid10045.txt,0,1.25,5,0,11500,2
Kurucz2003_fid10046.txt,0,1.25,2,0,11750,2
Kurucz2003_fid10047.txt,0,1.25,2.5,0,11750,2
Kurucz2003_fid10048.txt,0,1.25,3,0,11750,2
Kurucz2003_fid10049.txt,0,1.25,3.5,0,11750,2
Kurucz2003_fid10050.txt,0,1.25,4,0,11750,2
Kurucz2003_fid10051.txt,0,1.25,4.5,0,11750,2
Kurucz2003_fid10052.txt,0,1.25,5,0,11750,2
Kurucz2003_fid10053.txt,0,1.25,2.5,0,12000,2
Kurucz2003_fid10054.txt,0,1.25,3,0,12000,2
Kurucz2003_fid10055.txt,0,1.25,3.5,0,12000,2
Kurucz2003_fid10056.txt,0,1.25,4,0,12000,2
Kurucz2003_fid10057.txt,0,1.25,4.5,0,12000,2
Kurucz2003_fid10058.txt,0,1.25,5,0,12000,2
Kurucz2003_fid10059.txt,0,1.25,2.5,0,12250,2
Kurucz2003_fid10060.txt,0,1.25,3,0,12250,2
Kurucz2003_fid10061.txt,0,1.25,3.5,0,12250,2
Kurucz2003_fid10062.txt,0,1.25,4,0,12250,2
Kurucz2003_fid10063.txt,0,1.25,4.5,0,12250,2
Kurucz2003_fid10064.txt,0,1.25,5,0,12250,2
Kurucz2003_fid10065.txt,0,1.25,2.5,0,12500,2
Kurucz2003_fid10066.txt,0,1.25,3,0,12500,2
Kurucz2003_fid10067.txt,0,1.25,3.5,0,12500,2
Kurucz2003_fid10068.txt,0,1.25,4,0,12500,2
Kurucz2003_fid10069.txt,0,1.25,4.5,0,12500,2
Kurucz2003_fid10070.txt,0,1.25,5,0,12500,2
Kurucz2003_fid10071.txt,0,1.25,2.5,0,12750,2
Kurucz2003_fid10072.txt,0,1.25,3,0,12750,2
Kurucz2003_fid10073.txt,0,1.25,3.5,0,12750,2
Kurucz2003_fid10074.txt,0,1.25,4,0,12750,2
Kurucz2003_fid10075.txt,0,1.25,4.5,0,12750,2
Kurucz2003_fid10076.txt,0,1.25,5,0,12750,2
Kurucz2003_fid10077.txt,0,1.25,2.5,0,13000,2
Kurucz2003_fid10078.txt,0,1.25,3,0,13000,2
Kurucz2003_fid10079.txt,0,1.25,3.5,0,13000,2
Kurucz2003_fid10080.txt,0,1.25,4,0,13000,2
Kurucz2003_fid10081.txt,0,1.25,4.5,0,13000,2
Kurucz2003_fid10082.txt,0,1.25,5,0,13000,2
Kurucz2003_fid10083.txt,0,1.25,2,0,14000,2
Kurucz2003_fid10084.txt,0,1.25,2.5,0,14000,2
Kurucz2003_fid10085.txt,0,1.25,3,0,14000,2
Kurucz2003_fid10086.txt,0,1.25,3.5,0,14000,2
Kurucz2003_fid10087.txt,0,1.25,4,0,14000,2
Kurucz2003_fid10088.txt,0,1.25,4.5,0,14000,2
Kurucz2003_fid10089.txt,0,1.25,5,0,14000,2
Kurucz2003_fid10090.txt,0,1.25,2.5,0,15000,2
Kurucz2003_fid10091.txt,0,1.25,3,0,15000,2
Kurucz2003_fid10092.txt,0,1.25,3.5,0,15000,2
Kurucz2003_fid10093.txt,0,1.25,4,0,15000,2
Kurucz2003_fid10094.txt,0,1.25,4.5,0,15000,2
Kurucz2003_fid10095.txt,0,1.25,5,0,15000,2
Kurucz2003_fid10096.txt,0,1.25,2.5,0,16000,2
Kurucz2003_fid10097.txt,0,1.25,3,0,16000,2
Kurucz2003_fid10098.txt,0,1.25,3.5,0,16000,2
Kurucz2003_fid10099.txt,0,1.25,4,0,16000,2
Kurucz2003_fid10100.txt,0,1.25,4.5,0,16000,2
Kurucz2003_fid10101.txt,0,1.25,5,0,16000,2
Kurucz2003_fid10102.txt,0,1.25,2.5,0,17000,2
Kurucz2003_fid10103.txt,0,1.25,3,0,17000,2
Kurucz2003_fid10104.txt,0,1.25,3.5,0,17000,2
Kurucz2003_fid10105.txt,0,1.25,4,0,17000,2
Kurucz2003_fid10106.txt,0,1.25,4.5,0,17000,2
Kurucz2003_fid10107.txt,0,1.25,5,0,17000,2
Kurucz2003_fid10108.txt,0,1.25,2.5,0,18000,2
Kurucz2003_fid10109.txt,0,1.25,3,0,18000,2
Kurucz2003_fid10110.txt,0,1.25,3.5,0,18000,2
Kurucz2003_fid10111.txt,0,1.25,4,0,18000,2
Kurucz2003_fid10112.txt,0,1.25,4.5,0,18000,2
Kurucz2003_fid10113.txt,0,1.25,5,0,18000,2
Kurucz2003_fid10114.txt,0,1.25,2.5,0,19000,2
Kurucz2003_fid10115.txt,0,1.25,3,0,19000,2
Kurucz2003_fid10116.txt,0,1.25,3.5,0,19000,2
Kurucz2003_fid10117.txt,0,1.25,4,0,19000,2
Kurucz2003_fid10118.txt,0,1.25,4.5,0,19000,2
Kurucz2003_fid10119.txt,0,1.25,5,0,19000,2
Kurucz2003_fid10120.txt,0,1.25,3,0,20000,2
Kurucz2003_fid10121.txt,0,1.25,3.5,0,20000,2
Kurucz2003_fid10122.txt,0,1.25,4,0,20000,2
Kurucz2003_fid10123.txt,0,1.25,4.5,0,20000,2
Kurucz2003_fid10124.txt,0,1.25,5,0,20000,2
Kurucz2003_fid10125.txt,0,1.25,3,0,21000,2
Kurucz2003_fid10126.txt,0,1.25,3.5,0,21000,2
Kurucz2003_fid10127.txt,0,1.25,4,0,21000,2
Kurucz2003_fid10128.txt,0,1.25,4.5,0,21000,2
Kurucz2003_fid10129.txt,0,1.25,5,0,21000,2
Kurucz2003_fid10130.txt,0,1.25,3,0,22000,2
Kurucz2003_fid10131.txt,0,1.25,3.5,0,22000,2
Kurucz2003_fid10132.txt,0,1.25,4,0,22000,2
Kurucz2003_fid10133.txt,0,1.25,4.5,0,22000,2
Kurucz2003_fid10134.txt,0,1.25,5,0,22000,2
Kurucz2003_fid10135.txt,0,1.25,3,0,23000,2
Kurucz2003_fid10136.txt,0,1.25,3.5,0,23000,2
Kurucz2003_fid10137.txt,0,1.25,4,0,23000,2
Kurucz2003_fid10138.txt,0,1.25,4.5,0,23000,2
Kurucz2003_fid10139.txt,0,1.25,5,0,23000,2
Kurucz2003_fid10140.txt,0,1.25,3,0,24000,2
Kurucz2003_fid10141.txt,0,1.25,3.5,0,24000,2
Kurucz2003_fid10142.txt,0,1.25,4,0,24000,2
Kurucz2003_fid10143.txt,0,1.25,4.5,0,24000,2
Kurucz2003_fid10144.txt,0,1.25,5,0,24000,2
Kurucz2003_fid10145.txt,0,1.25,3,0,25000,2
Kurucz2003_fid10146.txt,0,1.25,3.5,0,25000,2
Kurucz2003_fid10147.txt,0,1.25,4,0,25000,2
Kurucz2003_fid10148.txt,0,1.25,4.5,0,25000,2
Kurucz2003_fid10149.txt,0,1.25,5,0,25000,2
Kurucz2003_fid10150.txt,0,1.25,3,0,26000,2
Kurucz2003_fid10151.txt,0,1.25,3.5,0,26000,2
Kurucz2003_fid10152.txt,0,1.25,4,0,26000,2
Kurucz2003_fid10153.txt,0,1.25,4.5,0,26000,2
Kurucz2003_fid10154.txt,0,1.25,5,0,26000,2
